State FIPS Code,Name,State Abbreviation,Year,Annual Federal Minimum,Annual State Minimum,Annual Federal Average,Annual State Average,Annual Federal Maximum,Annual State Maximum
18,Indiana,IN,2004,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
18,Indiana,IN,2005,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
18,Indiana,IN,2006,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
18,Indiana,IN,2007,5.15,5.150000095,5.458767123,5.458766937,5.85,5.849999905
18,Indiana,IN,2008,5.85,5.849999905,6.157923497,6.157923698,6.55,6.550000191
18,Indiana,IN,2009,6.55,6.550000191,6.858767123,6.858767033,7.25,7.25
18,Indiana,IN,2010,7.25,7.25,7.25,7.25,7.25,7.25
18,Indiana,IN,2011,7.25,7.25,7.25,7.25,7.25,7.25
18,Indiana,IN,2012,7.25,7.25,7.25,7.25,7.25,7.25
18,Indiana,IN,2013,7.25,7.25,7.25,7.25,7.25,7.25
18,Indiana,IN,2014,7.25,7.25,7.25,7.25,7.25,7.25
18,Indiana,IN,2015,7.25,7.25,7.25,7.25,7.25,7.25
18,Indiana,IN,2016,7.25,7.25,7.25,7.25,7.25,7.25
20,Kansas,KS,1974,2,2,2,2,2,2
20,Kansas,KS,1975,2.1,2.099999905,2.1,2.099999905,2.1,2.099999905
20,Kansas,KS,1976,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
20,Kansas,KS,1977,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
20,Kansas,KS,1978,2.65,2.650000095,2.65,2.650000095,2.65,2.650000095
20,Kansas,KS,1979,2.9,2.900000095,2.9,2.900000095,2.9,2.900000095
20,Kansas,KS,1980,3.1,3.099999905,3.1,3.099999905,3.1,3.099999905
20,Kansas,KS,1981,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
20,Kansas,KS,1982,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
20,Kansas,KS,1983,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
20,Kansas,KS,1984,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
20,Kansas,KS,1985,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
20,Kansas,KS,1986,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
20,Kansas,KS,1987,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
20,Kansas,KS,1988,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
20,Kansas,KS,1989,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
20,Kansas,KS,1990,3.35,3.349999905,3.689041096,3.689041138,3.8,3.799999952
20,Kansas,KS,1991,3.8,3.799999952,4.139041096,4.139040947,4.25,4.25
20,Kansas,KS,1992,4.25,4.25,4.25,4.25,4.25,4.25
20,Kansas,KS,1993,4.25,4.25,4.25,4.25,4.25,4.25
20,Kansas,KS,1994,4.25,4.25,4.25,4.25,4.25,4.25
20,Kansas,KS,1995,4.25,4.25,4.25,4.25,4.25,4.25
20,Kansas,KS,1996,4.25,4.25,4.37568306,4.375682831,4.75,4.75
20,Kansas,KS,1997,4.75,4.75,4.88369863,4.883698463,5.15,5.150000095
20,Kansas,KS,1998,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
20,Kansas,KS,1999,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
20,Kansas,KS,2000,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
20,Kansas,KS,2001,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
20,Kansas,KS,2002,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
20,Kansas,KS,2003,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
20,Kansas,KS,2004,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
20,Kansas,KS,2005,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
20,Kansas,KS,2006,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
20,Kansas,KS,2007,5.15,5.150000095,5.458767123,5.458766937,5.85,5.849999905
20,Kansas,KS,2008,5.85,5.849999905,6.157923497,6.157923698,6.55,6.550000191
20,Kansas,KS,2009,6.55,6.550000191,6.858767123,6.858767033,7.25,7.25
20,Kansas,KS,2010,7.25,7.25,7.25,7.25,7.25,7.25
20,Kansas,KS,2011,7.25,7.25,7.25,7.25,7.25,7.25
20,Kansas,KS,2012,7.25,7.25,7.25,7.25,7.25,7.25
20,Kansas,KS,2013,7.25,7.25,7.25,7.25,7.25,7.25
20,Kansas,KS,2014,7.25,7.25,7.25,7.25,7.25,7.25
20,Kansas,KS,2015,7.25,7.25,7.25,7.25,7.25,7.25
20,Kansas,KS,2016,7.25,7.25,7.25,7.25,7.25,7.25
21,Kentucky,KY,1974,2,2,2,2,2,2
21,Kentucky,KY,1975,2.1,2.099999905,2.1,2.099999905,2.1,2.099999905
21,Kentucky,KY,1976,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
21,Kentucky,KY,1977,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
21,Kentucky,KY,1978,2.65,2.650000095,2.65,2.650000095,2.65,2.650000095
21,Kentucky,KY,1979,2.9,2.900000095,2.9,2.900000095,2.9,2.900000095
21,Kentucky,KY,1980,3.1,3.099999905,3.1,3.099999905,3.1,3.099999905
21,Kentucky,KY,1981,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
21,Kentucky,KY,1982,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
21,Kentucky,KY,1983,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
21,Kentucky,KY,1984,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
21,Kentucky,KY,1985,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
21,Kentucky,KY,1986,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
21,Kentucky,KY,1987,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
21,Kentucky,KY,1988,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
21,Kentucky,KY,1989,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
21,Kentucky,KY,1990,3.35,3.349999905,3.689041096,3.689041138,3.8,3.799999952
21,Kentucky,KY,1991,3.8,3.799999952,4.139041096,4.139040947,4.25,4.25
21,Kentucky,KY,1992,4.25,4.25,4.25,4.25,4.25,4.25
21,Kentucky,KY,1993,4.25,4.25,4.25,4.25,4.25,4.25
21,Kentucky,KY,1994,4.25,4.25,4.25,4.25,4.25,4.25
21,Kentucky,KY,1995,4.25,4.25,4.25,4.25,4.25,4.25
21,Kentucky,KY,1996,4.25,4.25,4.37568306,4.375682831,4.75,4.75
21,Kentucky,KY,1997,4.75,4.75,4.88369863,4.883698463,5.15,5.150000095
21,Kentucky,KY,1998,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
21,Kentucky,KY,1999,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
21,Kentucky,KY,2000,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
21,Kentucky,KY,2001,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
21,Kentucky,KY,2002,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
21,Kentucky,KY,2003,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
21,Kentucky,KY,2004,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
21,Kentucky,KY,2005,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
21,Kentucky,KY,2006,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
21,Kentucky,KY,2007,5.15,5.150000095,5.458767123,5.512465954,5.85,5.849999905
21,Kentucky,KY,2008,5.85,5.849999905,6.157923497,6.201912403,6.55,6.550000191
21,Kentucky,KY,2009,6.55,6.550000191,6.858767123,6.902876854,7.25,7.25
21,Kentucky,KY,2010,7.25,7.25,7.25,7.25,7.25,7.25
21,Kentucky,KY,2011,7.25,7.25,7.25,7.25,7.25,7.25
21,Kentucky,KY,2012,7.25,7.25,7.25,7.25,7.25,7.25
21,Kentucky,KY,2013,7.25,7.25,7.25,7.25,7.25,7.25
21,Kentucky,KY,2014,7.25,7.25,7.25,7.25,7.25,7.25
21,Kentucky,KY,2015,7.25,7.25,7.25,7.25,7.25,7.25
21,Kentucky,KY,2016,7.25,7.25,7.25,7.25,7.25,7.25
22,Louisiana,LA,1974,2,2,2,2,2,2
22,Louisiana,LA,1975,2.1,2.099999905,2.1,2.099999905,2.1,2.099999905
22,Louisiana,LA,1976,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
22,Louisiana,LA,1977,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
22,Louisiana,LA,1978,2.65,2.650000095,2.65,2.650000095,2.65,2.650000095
22,Louisiana,LA,1979,2.9,2.900000095,2.9,2.900000095,2.9,2.900000095
22,Louisiana,LA,1980,3.1,3.099999905,3.1,3.099999905,3.1,3.099999905
22,Louisiana,LA,1981,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
22,Louisiana,LA,1982,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
22,Louisiana,LA,1983,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
22,Louisiana,LA,1984,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
22,Louisiana,LA,1985,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
22,Louisiana,LA,1986,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
22,Louisiana,LA,1987,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
22,Louisiana,LA,1988,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
22,Louisiana,LA,1989,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
22,Louisiana,LA,1990,3.35,3.349999905,3.689041096,3.689041138,3.8,3.799999952
22,Louisiana,LA,1991,3.8,3.799999952,4.139041096,4.139040947,4.25,4.25
22,Louisiana,LA,1992,4.25,4.25,4.25,4.25,4.25,4.25
22,Louisiana,LA,1993,4.25,4.25,4.25,4.25,4.25,4.25
22,Louisiana,LA,1994,4.25,4.25,4.25,4.25,4.25,4.25
22,Louisiana,LA,1995,4.25,4.25,4.25,4.25,4.25,4.25
22,Louisiana,LA,1996,4.25,4.25,4.37568306,4.375682831,4.75,4.75
22,Louisiana,LA,1997,4.75,4.75,4.88369863,4.883698463,5.15,5.150000095
22,Louisiana,LA,1998,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
22,Louisiana,LA,1999,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
22,Louisiana,LA,2000,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
22,Louisiana,LA,2001,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
22,Louisiana,LA,2002,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
22,Louisiana,LA,2003,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
22,Louisiana,LA,2004,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
22,Louisiana,LA,2005,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
22,Louisiana,LA,2006,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
22,Louisiana,LA,2007,5.15,5.150000095,5.458767123,5.458766937,5.85,5.849999905
22,Louisiana,LA,2008,5.85,5.849999905,6.157923497,6.157923698,6.55,6.550000191
22,Louisiana,LA,2009,6.55,6.550000191,6.858767123,6.858767033,7.25,7.25
22,Louisiana,LA,2010,7.25,7.25,7.25,7.25,7.25,7.25
22,Louisiana,LA,2011,7.25,7.25,7.25,7.25,7.25,7.25
22,Louisiana,LA,2012,7.25,7.25,7.25,7.25,7.25,7.25
22,Louisiana,LA,2013,7.25,7.25,7.25,7.25,7.25,7.25
22,Louisiana,LA,2014,7.25,7.25,7.25,7.25,7.25,7.25
22,Louisiana,LA,2015,7.25,7.25,7.25,7.25,7.25,7.25
22,Louisiana,LA,2016,7.25,7.25,7.25,7.25,7.25,7.25
25,Massachusetts,MA,1974,2,2,2,2,2,2
25,Massachusetts,MA,1975,2.1,2.099999905,2.1,2.099999905,2.1,2.099999905
25,Massachusetts,MA,1976,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
25,Massachusetts,MA,1977,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
25,Massachusetts,MA,1978,2.65,2.650000095,2.65,2.650000095,2.65,2.650000095
25,Massachusetts,MA,1979,2.9,2.900000095,2.9,2.900000095,2.9,2.900000095
25,Massachusetts,MA,1980,3.1,3.099999905,3.1,3.099999905,3.1,3.099999905
25,Massachusetts,MA,1981,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
25,Massachusetts,MA,1982,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
25,Massachusetts,MA,1983,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
25,Massachusetts,MA,1984,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
25,Massachusetts,MA,1985,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
25,Massachusetts,MA,1986,3.35,3.349999905,3.35,3.450821877,3.35,3.549999952
25,Massachusetts,MA,1987,3.35,3.549999952,3.35,3.600410938,3.35,3.650000095
25,Massachusetts,MA,1988,3.35,3.650000095,3.35,3.700273275,3.35,3.75
25,Massachusetts,MA,1989,3.35,3.75,3.35,3.75,3.35,3.75
25,Massachusetts,MA,1990,3.35,3.75,3.689041096,3.787671089,3.8,3.799999952
25,Massachusetts,MA,1991,3.8,3.799999952,4.139041096,4.139040947,4.25,4.25
25,Massachusetts,MA,1992,4.25,4.25,4.25,4.25,4.25,4.25
25,Massachusetts,MA,1993,4.25,4.25,4.25,4.25,4.25,4.25
25,Massachusetts,MA,1994,4.25,4.25,4.25,4.25,4.25,4.25
25,Massachusetts,MA,1995,4.25,4.25,4.25,4.25,4.25,4.25
25,Massachusetts,MA,1996,4.25,4.75,4.37568306,4.75,4.75,4.75
25,Massachusetts,MA,1997,4.75,5.25,4.88369863,5.25,5.15,5.25
25,Massachusetts,MA,1998,5.15,5.25,5.15,5.25,5.15,5.25
25,Massachusetts,MA,1999,5.15,5.25,5.15,5.25,5.15,5.25
25,Massachusetts,MA,2000,5.15,6,5.15,6,5.15,6
25,Massachusetts,MA,2001,5.15,6.75,5.15,6.75,5.15,6.75
25,Massachusetts,MA,2002,5.15,6.75,5.15,6.75,5.15,6.75
25,Massachusetts,MA,2003,5.15,6.75,5.15,6.75,5.15,6.75
25,Massachusetts,MA,2004,5.15,6.75,5.15,6.75,5.15,6.75
25,Massachusetts,MA,2005,5.15,6.75,5.15,6.75,5.15,6.75
25,Massachusetts,MA,2006,5.15,6.75,5.15,6.75,5.15,6.75
25,Massachusetts,MA,2007,5.15,7.5,5.458767123,7.5,5.85,7.5
25,Massachusetts,MA,2008,5.85,8,6.157923497,8,6.55,8
25,Massachusetts,MA,2009,6.55,8,6.858767123,8,7.25,8
25,Massachusetts,MA,2010,7.25,8,7.25,8,7.25,8
25,Massachusetts,MA,2011,7.25,8,7.25,8,7.25,8
25,Massachusetts,MA,2012,7.25,8,7.25,8,7.25,8
25,Massachusetts,MA,2013,7.25,8,7.25,8,7.25,8
25,Massachusetts,MA,2014,7.25,8,7.25,8,7.25,8
25,Massachusetts,MA,2015,7.25,9,7.25,9,7.25,9
25,Massachusetts,MA,2016,7.25,10,7.25,10,7.25,10
24,Maryland,MD,1974,2,2,2,2,2,2
24,Maryland,MD,1975,2.1,2.099999905,2.1,2.099999905,2.1,2.099999905
24,Maryland,MD,1976,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
24,Maryland,MD,1977,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
24,Maryland,MD,1978,2.65,2.650000095,2.65,2.650000095,2.65,2.650000095
24,Maryland,MD,1979,2.9,2.900000095,2.9,2.900000095,2.9,2.900000095
24,Maryland,MD,1980,3.1,3.099999905,3.1,3.099999905,3.1,3.099999905
24,Maryland,MD,1981,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
24,Maryland,MD,1982,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
24,Maryland,MD,1983,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
24,Maryland,MD,1984,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
24,Maryland,MD,1985,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
24,Maryland,MD,1986,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
24,Maryland,MD,1987,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
24,Maryland,MD,1988,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
24,Maryland,MD,1989,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
24,Maryland,MD,1990,3.35,3.349999905,3.689041096,3.689041138,3.8,3.799999952
24,Maryland,MD,1991,3.8,3.799999952,4.139041096,4.139040947,4.25,4.25
24,Maryland,MD,1992,4.25,4.25,4.25,4.25,4.25,4.25
24,Maryland,MD,1993,4.25,4.25,4.25,4.25,4.25,4.25
24,Maryland,MD,1994,4.25,4.25,4.25,4.25,4.25,4.25
24,Maryland,MD,1995,4.25,4.25,4.25,4.25,4.25,4.25
24,Maryland,MD,1996,4.25,4.25,4.37568306,4.375682831,4.75,4.75
24,Maryland,MD,1997,4.75,4.75,4.88369863,4.883698463,5.15,5.150000095
24,Maryland,MD,1998,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
24,Maryland,MD,1999,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
24,Maryland,MD,2000,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
24,Maryland,MD,2001,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
24,Maryland,MD,2002,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
24,Maryland,MD,2003,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
24,Maryland,MD,2004,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
24,Maryland,MD,2005,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
24,Maryland,MD,2006,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
24,Maryland,MD,2007,5.15,6.150000095,5.458767123,6.150000095,5.85,6.150000095
24,Maryland,MD,2008,5.85,6.150000095,6.157923497,6.325956345,6.55,6.550000191
24,Maryland,MD,2009,6.55,6.550000191,6.858767123,6.858767033,7.25,7.25
24,Maryland,MD,2010,7.25,7.25,7.25,7.25,7.25,7.25
24,Maryland,MD,2011,7.25,7.25,7.25,7.25,7.25,7.25
24,Maryland,MD,2012,7.25,7.25,7.25,7.25,7.25,7.25
24,Maryland,MD,2013,7.25,7.25,7.25,7.25,7.25,7.25
24,Maryland,MD,2014,7.25,7.25,7.25,7.25,7.25,7.25
24,Maryland,MD,2015,7.25,8,7.25,8.126027107,7.25,8.25
24,Maryland,MD,2016,7.25,8.25,7.25,8.252732277,7.25,8.75
23,Maine,ME,1974,2,2,2,2,2,2
23,Maine,ME,1975,2.1,2.099999905,2.1,2.150410891,2.1,2.299999952
23,Maine,ME,1976,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
23,Maine,ME,1977,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
23,Maine,ME,1978,2.65,2.650000095,2.65,2.650000095,2.65,2.650000095
23,Maine,ME,1979,2.9,2.900000095,2.9,2.900000095,2.9,2.900000095
23,Maine,ME,1980,3.1,3.099999905,3.1,3.099999905,3.1,3.099999905
23,Maine,ME,1981,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
23,Maine,ME,1982,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
23,Maine,ME,1983,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
23,Maine,ME,1984,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
23,Maine,ME,1985,3.35,3.450000048,3.35,3.450000048,3.35,3.450000048
23,Maine,ME,1986,3.35,3.549999952,3.35,3.549999952,3.35,3.549999952
23,Maine,ME,1987,3.35,3.650000095,3.35,3.650000095,3.35,3.650000095
23,Maine,ME,1988,3.35,3.650000095,3.35,3.650000095,3.35,3.650000095
23,Maine,ME,1989,3.35,3.75,3.35,3.75,3.35,3.75
23,Maine,ME,1990,3.35,3.849999905,3.689041096,3.849999905,3.8,3.849999905
23,Maine,ME,1991,3.8,3.849999905,4.139041096,4.151370049,4.25,4.25
23,Maine,ME,1992,4.25,4.25,4.25,4.25,4.25,4.25
23,Maine,ME,1993,4.25,4.25,4.25,4.25,4.25,4.25
23,Maine,ME,1994,4.25,4.25,4.25,4.25,4.25,4.25
23,Maine,ME,1995,4.25,4.25,4.25,4.25,4.25,4.25
23,Maine,ME,1996,4.25,4.25,4.37568306,4.375682831,4.75,4.75
23,Maine,ME,1997,4.75,4.75,4.88369863,4.883698463,5.15,5.150000095
23,Maine,ME,1998,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
23,Maine,ME,1999,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
23,Maine,ME,2000,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
23,Maine,ME,2001,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
23,Maine,ME,2002,5.15,5.75,5.15,5.75,5.15,5.75
23,Maine,ME,2003,5.15,6.25,5.15,6.25,5.15,6.25
23,Maine,ME,2004,5.15,6.25,5.15,6.275136471,5.15,6.349999905
23,Maine,ME,2005,5.15,6.349999905,5.15,6.387808323,5.15,6.5
23,Maine,ME,2006,5.15,6.5,5.15,6.563013554,5.15,6.75
23,Maine,ME,2007,5.15,6.75,5.458767123,6.813013554,5.85,7
23,Maine,ME,2008,5.85,7,6.157923497,7.062841415,6.55,7.25
23,Maine,ME,2009,6.55,7.25,6.858767123,7.313013554,7.25,7.5
23,Maine,ME,2010,7.25,7.5,7.25,7.5,7.25,7.5
23,Maine,ME,2011,7.25,7.5,7.25,7.5,7.25,7.5
23,Maine,ME,2012,7.25,7.5,7.25,7.5,7.25,7.5
23,Maine,ME,2013,7.25,7.5,7.25,7.5,7.25,7.5
23,Maine,ME,2014,7.25,7.5,7.25,7.5,7.25,7.5
23,Maine,ME,2015,7.25,7.5,7.25,7.5,7.25,7.5
23,Maine,ME,2016,7.25,7.5,7.25,7.5,7.25,7.5
26,Michigan,MI,1974,2,2,2,2,2,2
26,Michigan,MI,1975,2.1,2.099999905,2.1,2.099999905,2.1,2.099999905
26,Michigan,MI,1976,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
26,Michigan,MI,1977,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
26,Michigan,MI,1978,2.65,2.650000095,2.65,2.650000095,2.65,2.650000095
26,Michigan,MI,1979,2.9,2.900000095,2.9,2.900000095,2.9,2.900000095
26,Michigan,MI,1980,3.1,3.099999905,3.1,3.099999905,3.1,3.099999905
26,Michigan,MI,1981,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
26,Michigan,MI,1982,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
26,Michigan,MI,1983,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
26,Michigan,MI,1984,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
26,Michigan,MI,1985,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
26,Michigan,MI,1986,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
26,Michigan,MI,1987,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
26,Michigan,MI,1988,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
26,Michigan,MI,1989,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
26,Michigan,MI,1990,3.35,3.349999905,3.689041096,3.689041138,3.8,3.799999952
26,Michigan,MI,1991,3.8,3.799999952,4.139041096,4.139040947,4.25,4.25
26,Michigan,MI,1992,4.25,4.25,4.25,4.25,4.25,4.25
26,Michigan,MI,1993,4.25,4.25,4.25,4.25,4.25,4.25
26,Michigan,MI,1994,4.25,4.25,4.25,4.25,4.25,4.25
26,Michigan,MI,1995,4.25,4.25,4.25,4.25,4.25,4.25
26,Michigan,MI,1996,4.25,4.25,4.37568306,4.375682831,4.75,4.75
26,Michigan,MI,1997,4.75,4.75,4.88369863,4.883698463,5.15,5.150000095
26,Michigan,MI,1998,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
26,Michigan,MI,1999,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
26,Michigan,MI,2000,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
26,Michigan,MI,2001,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
26,Michigan,MI,2002,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
26,Michigan,MI,2003,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
26,Michigan,MI,2004,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
26,Michigan,MI,2005,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
26,Michigan,MI,2006,5.15,5.150000095,5.15,5.60369873,5.15,6.949999809
26,Michigan,MI,2007,5.15,6.949999809,5.458767123,7.050821781,5.85,7.150000095
26,Michigan,MI,2008,5.85,7.150000095,6.157923497,7.275682926,6.55,7.400000095
26,Michigan,MI,2009,6.55,7.400000095,6.858767123,7.400000095,7.25,7.400000095
26,Michigan,MI,2010,7.25,7.400000095,7.25,7.400000095,7.25,7.400000095
26,Michigan,MI,2011,7.25,7.400000095,7.25,7.400000095,7.25,7.400000095
26,Michigan,MI,2012,7.25,7.400000095,7.25,7.400000095,7.25,7.400000095
26,Michigan,MI,2013,7.25,7.400000095,7.25,7.400000095,7.25,7.400000095
26,Michigan,MI,2014,7.25,7.400000095,7.25,7.650684834,7.25,8.149999619
26,Michigan,MI,2015,7.25,8.149999619,7.25,8.149999619,7.25,8.149999619
26,Michigan,MI,2016,7.25,8.5,7.25,8.5,7.25,8.5
27,Minnesota,MN,1974,2,2,2,2,2,2
27,Minnesota,MN,1975,2.1,2.099999905,2.1,2.099999905,2.1,2.099999905
27,Minnesota,MN,1976,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
27,Minnesota,MN,1977,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
27,Minnesota,MN,1978,2.65,2.650000095,2.65,2.650000095,2.65,2.650000095
27,Minnesota,MN,1979,2.9,2.900000095,2.9,2.900000095,2.9,2.900000095
27,Minnesota,MN,1980,3.1,3.099999905,3.1,3.099999905,3.1,3.099999905
27,Minnesota,MN,1981,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
27,Minnesota,MN,1982,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
27,Minnesota,MN,1983,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
27,Minnesota,MN,1984,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
27,Minnesota,MN,1985,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
27,Minnesota,MN,1986,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
27,Minnesota,MN,1987,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
27,Minnesota,MN,1988,3.35,3.549999952,3.35,3.549999952,3.35,3.549999952
27,Minnesota,MN,1989,3.35,3.849999905,3.35,3.849999905,3.35,3.849999905
27,Minnesota,MN,1990,3.35,3.950000048,3.689041096,3.950000048,3.8,3.950000048
27,Minnesota,MN,1991,3.8,4.25,4.139041096,4.25,4.25,4.25
27,Minnesota,MN,1992,4.25,4.25,4.25,4.25,4.25,4.25
27,Minnesota,MN,1993,4.25,4.25,4.25,4.25,4.25,4.25
27,Minnesota,MN,1994,4.25,4.25,4.25,4.25,4.25,4.25
27,Minnesota,MN,1995,4.25,4.25,4.25,4.25,4.25,4.25
27,Minnesota,MN,1996,4.25,4.25,4.37568306,4.375682831,4.75,4.75
27,Minnesota,MN,1997,4.75,4.75,4.88369863,4.883698463,5.15,5.150000095
